external_id,path,content,tags,disposition,severity,status,category,mitre_tactic,mitre_technique,first_seen,detected_at,region,data_source,escalation_tier,analyst,threat_actor,campaign_id,src_ip,dst_host,affected_user,ioc_hash,ioc_domain,cve_id,fp_cause,benign_cause,closure_reason,asset_criticality,confidence,cvss_score,alert_count,sla_met,ttd_minutes,ttr_minutes
INC0000121,root.soc.c2_beaconing.y2025.camp_000021.inc_121,"[INC0000121] [P1] Tunnel DNS verso cdn-assets-5754.cn: 370 query/h da NAS-646, dati nei subdomain.",soc|incident|c2_beaconing|P1|true_positive|mitre_command_and_control|actor_ta505|cve-2022-41040,true_positive,P1,contained,c2_beaconing,Command and Control,T1071.004,2025-05-20T04:58:08Z,2025-05-22T00:58:08Z,eu_north,Cisco Umbrella,L2,l2.greco,TA505,CAMP000021,149.136.17.63,NAS-646,chiara.greco,,cdn-assets-5754.cn,CVE-2022-41040,,,incidente confermato,medium,high,8.4,1,false,2640,19
INC0000122,root.soc.collection.y2025.camp_000021.inc_122,"[INC0000122] [P3] Postmortem campagna TA505: ricostruiti 9 stadi, IOC consolidati, lessons learned.",soc|incident|collection|P2|true_positive|mitre_collection|actor_ta505,true_positive,P3,resolved,collection,Collection,T1114.001,2025-05-18T23:30:08Z,2025-05-23T21:58:08Z,eu_south,Microsoft Purview DLP,L2,l2.bianchi,TA505,CAMP000021,149.136.17.63,NAS-646,chiara.greco,,,,,,postmortem chiuso,low,high,7.0,1,false,7108,78
INC0000123,root.soc.malware_execution.y2024.camp_000022.inc_123,"[INC0000123] [P3] PowerShell offuscato su DB-371 (utente stefano.costa); parent anomalo, stage2 scaricato da 69.87.185.2:4444.",soc|incident|malware_execution|P3|true_positive|mitre_execution|actor_royal,true_positive,P3,investigating,malware_execution,Execution,T1059.001,2024-06-22T20:08:03Z,2024-06-22T21:14:03Z,eu_north,CrowdStrike Falcon,L1,analyst.gallo,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,16df260a9e901f62c500f43319dfa75a95b1566f819e23e8a619a9e83ff591a3,,,,,incidente confermato,high,low,6.3,1,false,66,1440
INC0000124,root.soc.persistence.y2024.camp_000022.inc_124,"[INC0000124] [P4] Nuovo servizio Windows malevolo su DB-371; avvio automatico, C2 secure-login-3038.io.",soc|incident|persistence|P4|true_positive|mitre_persistence|actor_royal,true_positive,P4,resolved,persistence,Persistence,T1505.003,2024-06-24T06:03:03Z,2024-06-24T20:57:03Z,apac,CrowdStrike Falcon,L1,analyst.santoro,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,cac3319243a1cbeb94996dacfcbac5a20821ce8871494933e2c0687cc62f9e6a,,,,,incidente confermato,high,low,4.7,1,true,894,1440
INC0000125,root.soc.privilege_escalation.y2024.camp_000022.inc_125,"[INC0000125] [P1] SeImpersonate (Potato) su DB-371 da APPPOOL; escalation a SYSTEM, poi accesso a NAS-616.",soc|incident|privilege_escalation|P1|true_positive|mitre_privilege_escalation|actor_royal,true_positive,P1,escalated,privilege_escalation,Privilege Escalation,T1134.001,2024-06-25T07:45:03Z,2024-06-25T11:44:03Z,eu_west,CrowdStrike Falcon,L3,l3.forensics,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,,,,,,incidente confermato,critical,high,8.2,1,false,239,27
INC0000126,root.soc.defense_evasion.y2024.camp_000022.inc_126,"[INC0000126] [P4] Process injection in svchost.exe su DB-371; EDR eluso ~162 min, shellcode in memoria.",soc|incident|defense_evasion|P4|true_positive|mitre_defense_evasion|actor_royal,true_positive,P4,resolved,defense_evasion,Defense Evasion,T1027,2024-06-26T08:49:03Z,2024-06-26T11:36:03Z,us_east,Wazuh,L2,l2.greco,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,,,,,,incidente confermato,medium,medium,4.1,1,false,167,4320
INC0000127,root.soc.brute_force.y2024.camp_000022.inc_127,"[INC0000127] [P4] RDP brute-force su WKS-112 da 69.87.185.2: 191 tentativi, 1 successo su stefano.costa.",soc|incident|brute_force|P4|true_positive|mitre_credential_access|actor_royal,true_positive,P4,resolved,brute_force,Credential Access,T1110.003,2024-06-27T09:35:03Z,2024-06-27T09:59:03Z,latam,Okta,L1,analyst.de_luca,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,,,,,,incidente confermato,low,high,4.7,1,true,24,864
INC0000128,root.soc.credential_theft.y2024.camp_000022.inc_128,[INC0000128] [P2] Dump LSASS via Mimikatz su DB-371 (stefano.costa); estratti 234 hash NTLM incl. 1 Domain Admin.,soc|incident|credential_theft|P2|true_positive|mitre_credential_access|actor_royal,true_positive,P2,resolved,credential_theft,Credential Access,T1003.002,2024-06-27T14:31:03Z,2024-06-28T08:50:03Z,latam,Sysmon/Splunk,L2,l2.conti,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,6455c3682cae15325274202ed31b55b22f946a0fbfb5eed2bb9bf0b00714896f,,,,,incidente confermato,low,high,6.8,1,false,1099,180
INC0000129,root.soc.discovery.y2024.camp_000022.inc_129,[INC0000129] [P3] Network discovery da DB-371: scansione SMB/LDAP verso 10.20.106.0/24.,soc|incident|discovery|P3|true_positive|mitre_discovery|actor_royal,true_positive,P3,resolved,discovery,Discovery,T1087.002,2024-06-28T07:46:03Z,2024-06-28T10:45:03Z,apac,Darktrace,L2,l2.greco,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,,,,,,incidente confermato,medium,high,3.4,1,true,179,480
INC0000130,root.soc.lateral_movement.y2024.camp_000022.inc_130,[INC0000130] [P3] Lateral via SMB/PsExec da DB-371 verso HV-841 e altri 56 server; PSEXESVC creato.,soc|incident|lateral_movement|P3|true_positive|mitre_lateral_movement|actor_royal,true_positive,P3,resolved,lateral_movement,Lateral Movement,T1021.006,2024-06-26T05:36:03Z,2024-06-28T20:48:03Z,mea,CrowdStrike Falcon,L2,l2.bianchi,Royal,CAMP000022,69.87.185.2,HV-841,stefano.costa,,,,,,incidente confermato,medium,low,2.2,1,true,3792,288
INC0000131,root.soc.collection.y2024.camp_000022.inc_131,[INC0000131] [P4] Export massivo mailbox di antonio.esposito su FS-970: 32 email negli ultimi 90 giorni.,soc|incident|collection|P4|true_positive|mitre_collection|actor_royal,true_positive,P4,investigating,collection,Collection,T1113,2024-06-28T11:54:03Z,2024-06-30T01:35:03Z,eu_west,Forcepoint DLP,L1,analyst.romano,Royal,CAMP000022,24.79.0.132,FS-970,antonio.esposito,,,,,,incidente confermato,medium,low,5.1,1,false,2261,8640
INC0000132,root.soc.collection.y2024.camp_000022.inc_132,"[INC0000132] [P3] Postmortem campagna Royal: ricostruiti 9 stadi, IOC consolidati, lessons learned.",soc|incident|collection|P3|true_positive|mitre_collection|actor_royal,true_positive,P3,resolved,collection,Collection,T1114.001,2024-06-27T14:46:03Z,2024-07-02T05:35:03Z,us_east,Microsoft Purview DLP,L2,l2.greco,Royal,CAMP000022,69.87.185.2,DB-371,stefano.costa,,,,,,postmortem chiuso,high,high,5.0,1,true,6649,288
INC0000133,root.soc.lateral_movement.y2023.camp_000023.inc_133,[INC0000133] [P3] Pass-the-Hash da SRV-265: hash di davide.conti usato su 59 host (Impacket wmiexec).,soc|incident|lateral_movement|P3|true_positive|mitre_lateral_movement|actor_royal|cve-2023-34362,true_positive,P3,resolved,lateral_movement,Lateral Movement,T1021.002,2023-10-21T18:41:35Z,2023-10-23T20:26:35Z,apac,Darktrace,L1,analyst.caputo,Royal,CAMP000023,167.51.106.174,FS-799,davide.conti,,,CVE-2023-34362,,,incidente confermato,medium,medium,3.4,1,false,2985,2880
INC0000134,root.soc.collection.y2023.camp_000023.inc_134,[INC0000134] [P4] Export massivo mailbox di davide.conti su SRV-265: 384 email negli ultimi 90 giorni.,soc|incident|collection|P4|true_positive|mitre_collection|actor_royal|cve-2023-34362,true_positive,P4,resolved,collection,Collection,T1114.001,2023-10-21T02:03:35Z,2023-10-24T22:21:35Z,eu_north,Forcepoint DLP,L1,analyst.santoro,Royal,CAMP000023,167.51.106.174,SRV-265,davide.conti,,,CVE-2023-34362,,,incidente confermato,medium,medium,5.2,1,false,5538,4320
INC0000135,root.soc.c2_beaconing.y2023.camp_000023.inc_135,"[INC0000135] [P4] Beacon C2 da SRV-265 verso account-verify-1601.net (167.51.106.174:443) ogni 40 min, jitter regolare HTTPS.",soc|incident|c2_beaconing|P4|true_positive|mitre_command_and_control|actor_royal|cve-2023-34362,true_positive,P4,investigating,c2_beaconing,Command and Control,T1090.003,2023-10-23T21:27:35Z,2023-10-26T15:32:35Z,eu_south,Darktrace,L1,analyst.de_luca,Royal,CAMP000023,167.51.106.174,SRV-265,davide.conti,,account-verify-1601.net,CVE-2023-34362,,,incidente confermato,medium,medium,2.2,1,true,3965,864
INC0000136,root.soc.collection.y2023.camp_000023.inc_136,"[INC0000136] [P3] Postmortem campagna Royal: ricostruiti 3 stadi, IOC consolidati, lessons learned.",soc|incident|collection|P3|true_positive|mitre_collection|actor_royal,true_positive,P3,resolved,collection,Collection,T1005,2023-10-24T10:22:35Z,2023-10-27T03:32:35Z,eu_north,Forcepoint DLP,L1,analyst.de_luca,Royal,CAMP000023,167.51.106.174,SRV-265,davide.conti,,,,,,postmortem chiuso,low,high,5.8,1,true,3910,384
INC0000137,root.soc.collection.y2023.camp_000024.inc_137,[INC0000137] [P4] Staging dati su FS-921: archivio creato in temp prima dell'exfiltration da parte di paolo.romano.,soc|incident|collection|P4|true_positive|mitre_collection|actor_scattered_spider,true_positive,P4,resolved,collection,Collection,T1005,2023-11-08T20:57:15Z,2023-11-13T00:53:15Z,eu_north,Defender for Endpoint,L1,analyst.romano,Scattered Spider,CAMP000024,15.52.123.204,FS-921,paolo.romano,,,,,,incidente confermato,low,medium,4.2,1,false,5996,4320
INC0000138,root.soc.c2_beaconing.y2023.camp_000024.inc_138,"[INC0000138] [P1] Tunnel DNS verso secure-login-9691.cn: 236 query/h da FS-921, dati nei subdomain.",soc|incident|c2_beaconing|P1|true_positive|mitre_command_and_control|actor_scattered_spider,true_positive,P1,contained,c2_beaconing,Command and Control,T1572,2023-11-14T09:56:15Z,2023-11-14T15:29:15Z,eu_north,Darktrace,L2,l2.greco,Scattered Spider,CAMP000024,15.52.123.204,FS-921,paolo.romano,,secure-login-9691.cn,,,,incidente confermato,high,high,8.0,1,true,333,6
INC0000139,root.soc.data_exfiltration.y2023.camp_000024.inc_139,[INC0000139] [P3] Exfiltration 21.1GB da FS-921 verso secure-login-9691.cn via HTTPS; DLP allertato in ritardo.,soc|incident|data_exfiltration|P3|true_positive|mitre_exfiltration|actor_scattered_spider,true_positive,P3,investigating,data_exfiltration,Exfiltration,T1048.003,2023-11-15T02:35:15Z,2023-11-15T12:10:15Z,eu_north,Microsoft Purview DLP,L1,analyst.vitale,Scattered Spider,CAMP000024,15.52.123.204,FS-921,paolo.romano,,secure-login-9691.cn,,,,incidente confermato,low,low,4.9,1,true,575,288
INC0000140,root.soc.persistence.y2025.camp_000025.inc_140,"[INC0000140] [P1] Nuovo servizio Windows malevolo su VPN-566; avvio automatico, C2 invoice-pay-5211.xyz.",soc|incident|persistence|P1|true_positive|mitre_persistence|apt|actor_apt29,true_positive,P1,escalated,persistence,Persistence,T1543.003,2025-05-03T03:49:47Z,2025-05-15T11:12:47Z,eu_west,CrowdStrike Falcon,L3,l3.forensics,APT29,CAMP000025,147.113.98.39,VPN-566,paolo.romano,e5c03b5b572b935d8ceb3f831906664f9ac4b01828655aa63576adf93201bf71,,,,,incidente confermato,high,high,8.7,1,false,17723,90
INC0000141,root.soc.privilege_escalation.y2025.camp_000025.inc_141,"[INC0000141] [P1] SeImpersonate (Potato) su VPN-566 da APPPOOL; escalation a SYSTEM, poi accesso a MAIL-166.",soc|incident|privilege_escalation|P1|true_positive|mitre_privilege_escalation|apt|actor_apt29,true_positive,P1,contained,privilege_escalation,Privilege Escalation,T1068,2025-05-15T19:34:47Z,2025-05-15T20:12:47Z,mea,CrowdStrike Falcon,L3,ir.lead,APT29,CAMP000025,147.113.98.39,VPN-566,paolo.romano,,,,,,incidente confermato,high,high,8.2,1,false,38,90
INC0000142,root.soc.defense_evasion.y2025.camp_000025.inc_142,[INC0000142] [P1] Tamper protection Defender disabilitata su VPN-566 da processo malevolo; log 4688 alterati.,soc|incident|defense_evasion|P1|true_positive|mitre_defense_evasion|apt|actor_apt29,true_positive,P1,escalated,defense_evasion,Defense Evasion,T1027,2025-05-15T20:11:47Z,2025-05-15T20:56:47Z,mea,Defender for Endpoint,L3,ir.lead,APT29,CAMP000025,147.113.98.39,VPN-566,paolo.romano,,,,,,incidente confermato,medium,high,8.4,1,false,45,45
INC0000143,root.soc.brute_force.y2025.camp_000025.inc_143,"[INC0000143] [P3] Password spraying Azure AD da 147.113.98.39/24: 285 tentativi su molti account, paolo.romano compromesso.",soc|incident|brute_force|P3|true_positive|mitre_credential_access|apt|actor_apt29,true_positive,P3,resolved,brute_force,Credential Access,T1110.004,2025-05-17T02:45:47Z,2025-05-17T05:04:47Z,latam,Fail2ban,L3,l3.forensics,APT29,CAMP000025,147.113.98.39,VPN-566,paolo.romano,,,,,,incidente confermato,low,high,6.4,1,false,139,864
INC0000144,root.soc.credential_theft.y2025.camp_000025.inc_144,[INC0000144] [P2] Kerberoasting da WEB-729: 169 richieste TGS; hash service account sara.ricci craccato offline.,soc|incident|credential_theft|P2|true_positive|mitre_credential_access|apt|actor_apt29,true_positive,P2,resolved,credential_theft,Credential Access,T1003.006,2025-04-28T20:15:47Z,2025-05-17T23:48:47Z,eu_north,Defender for Identity,L3,l3.forensics,APT29,CAMP000025,197.14.74.2,WEB-729,sara.ricci,ac1a498b6fc93a7e37e5bd63ce8519d7a9b7b60a774d4e621f4e3bbf1cdbdbb3,,,,,incidente confermato,medium,high,4.6,1,false,27573,360
INC0000145,root.soc.discovery.y2025.camp_000025.inc_145,"[INC0000145] [P3] Ricognizione AD (BloodHound) da VPN-566 (paolo.romano); enumerati 252 oggetti, mapping percorsi a DA.",soc|incident|discovery|P3|true_positive|mitre_discovery|apt|actor_apt29,true_positive,P3,contained,discovery,Discovery,T1087.002,2025-05-19T12:21:47Z,2025-05-19T13:32:47Z,apac,Darktrace,L2,l2.greco,APT29,CAMP000025,147.113.98.39,VPN-566,paolo.romano,,,,,,incidente confermato,medium,high,4.9,1,true,71,192
INC0000146,root.soc.collection.y2025.camp_000025.inc_146,"[INC0000146] [P3] Postmortem campagna APT29: ricostruiti 6 stadi, IOC consolidati, lessons learned.",soc|incident|collection|P3|true_positive|mitre_collection|apt|actor_apt29,true_positive,P3,resolved,collection,Collection,T1114.001,2025-05-12T20:17:47Z,2025-05-20T09:32:47Z,us_west,Microsoft Purview DLP,L1,analyst.moretti,APT29,CAMP000025,147.113.98.39,VPN-566,paolo.romano,,,,,,postmortem chiuso,medium,high,5.4,1,true,10875,480
INC0000147,root.soc.malware_execution.y2023.camp_000026.inc_147,"[INC0000147] [P2] Dropper d87af4f639192d0ded0d56a263a6d9d6a23f79d68651913b1881eb1d45b8c00c eseguito su JMP-868; scheduled task creato, beacon verso cdn-assets-5496.online.",soc|incident|malware_execution|P2|true_positive|mitre_execution|apt|actor_unc2452,true_positive,P2,contained,malware_execution,Execution,T1053.005,2023-01-09T11:32:31Z,2023-01-09T11:59:31Z,latam,Defender for Endpoint,L2,l2.bianchi,UNC2452,CAMP000026,145.28.29.98,JMP-868,davide.conti,d87af4f639192d0ded0d56a263a6d9d6a23f79d68651913b1881eb1d45b8c00c,,,,,incidente confermato,low,high,5.1,1,false,27,180
INC0000148,root.soc.persistence.y2023.camp_000026.inc_148,"[INC0000148] [P2] Nuovo servizio Windows malevolo su VPN-449; avvio automatico, C2 update-portal-265.top.",soc|incident|persistence|P2|true_positive|mitre_persistence|apt|actor_unc2452|cve-2023-23397,true_positive,P2,escalated,persistence,Persistence,T1136.001,2023-01-02T14:26:31Z,2023-01-11T04:33:31Z,eu_south,CrowdStrike Falcon,L2,l2.greco,UNC2452,CAMP000026,73.59.29.4,VPN-449,svc_backup,733d5aa61711cbbe4806c3499802e68007cc2f43f155e12aeca940c474a49627,,CVE-2023-23397,,,incidente confermato,high,high,6.4,1,false,12367,180
INC0000149,root.soc.privilege_escalation.y2023.camp_000026.inc_149,"[INC0000149] [P4] SeImpersonate (Potato) su JMP-868 da APPPOOL; escalation a SYSTEM, poi accesso a FS-209.",soc|incident|privilege_escalation|P4|true_positive|mitre_privilege_escalation|apt|actor_unc2452,true_positive,P4,resolved,privilege_escalation,Privilege Escalation,T1068,2023-01-11T02:47:31Z,2023-01-11T05:25:31Z,us_east,Sysmon/Splunk,L2,l2.bianchi,UNC2452,CAMP000026,145.28.29.98,JMP-868,davide.conti,,,,,,incidente confermato,high,medium,2.8,1,false,158,8640
INC0000150,root.soc.defense_evasion.y2023.camp_000026.inc_150,[INC0000150] [P2] Tamper protection Defender disabilitata su SRV-353 da processo malevolo; log 4688 alterati.,soc|incident|defense_evasion|P2|true_positive|mitre_defense_evasion|apt|actor_unc2452,true_positive,P2,resolved,defense_evasion,Defense Evasion,T1027,2023-01-11T19:50:31Z,2023-01-11T22:27:31Z,apac,Wazuh,L3,l3.threat_hunt,UNC2452,CAMP000026,172.16.25.46,SRV-353,stefano.costa,,,,,,incidente confermato,low,high,7.3,1,true,157,48
INC0000151,root.soc.brute_force.y2023.camp_000026.inc_151,"[INC0000151] [P3] RDP brute-force su FS-619 da 145.28.29.98: 272 tentativi, 1 successo su davide.conti.",soc|incident|brute_force|P3|true_positive|mitre_credential_access|apt|actor_unc2452,true_positive,P3,resolved,brute_force,Credential Access,T1110.003,2023-01-12T17:29:31Z,2023-01-12T19:06:31Z,eu_west,Okta,L3,l3.threat_hunt,UNC2452,CAMP000026,145.28.29.98,JMP-868,davide.conti,,,,,,incidente confermato,high,low,6.0,1,false,97,2880
INC0000152,root.soc.credential_theft.y2023.camp_000026.inc_152,[INC0000152] [P1] Kerberoasting da VPN-712: 179 richieste TGS; hash service account stefano.costa craccato offline.,soc|incident|credential_theft|P1|true_positive|mitre_credential_access|apt|actor_unc2452,true_positive,P1,investigating,credential_theft,Credential Access,T1003.006,2023-01-01T00:00:00Z,2023-01-14T17:54:31Z,mea,CrowdStrike Falcon,L3,l3.forensics,UNC2452,CAMP000026,172.16.159.215,VPN-712,stefano.costa,47fd309ba4592633c44cdb1430316dce32508e737f2d88d913c871781f637bd1,,,,,incidente confermato,high,high,9.0,1,true,20807,9
INC0000153,root.soc.discovery.y2023.camp_000026.inc_153,[INC0000153] [P2] Network discovery da WEB-536: scansione SMB/LDAP verso 172.16.107.0/24.,soc|incident|discovery|P2|true_positive|mitre_discovery|apt|actor_unc2452,true_positive,P2,resolved,discovery,Discovery,T1018,2023-01-14T20:47:31Z,2023-01-15T00:27:31Z,us_west,Darktrace,L3,ir.lead,UNC2452,CAMP000026,10.10.183.23,WEB-536,chiara.greco,,,,,,incidente confermato,low,high,4.7,1,false,220,78
INC0000154,root.soc.collection.y2023.camp_000026.inc_154,"[INC0000154] [P3] Postmortem campagna UNC2452: ricostruiti 7 stadi, IOC consolidati, lessons learned.",soc|incident|collection|P1|true_positive|mitre_collection|apt|actor_unc2452,true_positive,P3,resolved,collection,Collection,T1114.001,2023-01-15T14:32:31Z,2023-01-16T18:27:31Z,eu_north,Defender for Endpoint,L2,l2.conti,UNC2452,CAMP000026,145.28.29.98,JMP-868,davide.conti,,,,,,postmortem chiuso,high,high,7.6,1,false,1675,27
INC0000155,root.soc.valid_accounts.y2024.camp_000027.inc_155,[INC0000155] [P1] Login con credenziali valide di paolo.romano da 34.222.22.3 (geo anomala) fuori orario; sessione su JMP-820.,soc|incident|valid_accounts|P1|true_positive|mitre_initial_access|actor_akira|cve-2023-34362,true_positive,P1,contained,valid_accounts,Initial Access,T1078.004,2024-06-25T06:29:08Z,2024-06-25T09:15:08Z,mea,Okta,L2,l2.bianchi,Akira,CAMP000027,34.222.22.3,JMP-820,paolo.romano,,,CVE-2023-34362,,,incidente confermato,medium,high,9.5,1,false,166,19
INC0000156,root.soc.malware_execution.y2024.camp_000027.inc_156,"[INC0000156] [P3] Dropper 95be868631a2c13b2722357bbde19e6ab263bd8494b9d113553e41012d61a136 eseguito su VPN-612; scheduled task creato, beacon verso secure-login-6790.online.",soc|incident|malware_execution|P3|true_positive|mitre_execution|actor_akira|cve-2023-34362,true_positive,P3,resolved,malware_execution,Execution,T1053.005,2024-06-26T19:36:08Z,2024-06-26T20:35:08Z,mea,SentinelOne,L1,analyst.romano,Akira,CAMP000027,10.10.98.209,VPN-612,sara.ricci,95be868631a2c13b2722357bbde19e6ab263bd8494b9d113553e41012d61a136,,CVE-2023-34362,,,incidente confermato,low,medium,5.4,1,true,59,288
INC0000157,root.soc.persistence.y2024.camp_000027.inc_157,"[INC0000157] [P2] Nuovo servizio Windows malevolo su VPN-975; avvio automatico, C2 ms-auth-7624.cn.",soc|incident|persistence|P2|true_positive|mitre_persistence|actor_akira|cve-2023-34362,true_positive,P2,escalated,persistence,Persistence,T1543.003,2024-06-24T19:21:08Z,2024-06-27T02:35:08Z,us_east,Defender for Endpoint,L3,l3.threat_hunt,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,63458dc5803d9c8766e729e71481c28e5be58ff5837d2110dfa98441cb92d67c,,CVE-2023-34362,,,incidente confermato,medium,high,6.2,1,false,3314,78
INC0000158,root.soc.privilege_escalation.y2024.camp_000027.inc_158,"[INC0000158] [P2] SeImpersonate (Potato) su VPN-975 da APPPOOL; escalation a SYSTEM, poi accesso a K8S-817.",soc|incident|privilege_escalation|P2|true_positive|mitre_privilege_escalation|actor_akira|cve-2023-34362,true_positive,P2,contained,privilege_escalation,Privilege Escalation,T1068,2024-06-28T00:25:08Z,2024-06-28T04:13:08Z,eu_south,Sysmon/Splunk,L2,l2.greco,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,,,CVE-2023-34362,,,incidente confermato,medium,high,5.7,1,false,228,360
INC0000159,root.soc.defense_evasion.y2024.camp_000027.inc_159,"[INC0000159] [P4] Process injection in svchost.exe su VPN-975; EDR eluso ~37 min, shellcode in memoria.",soc|incident|defense_evasion|P4|true_positive|mitre_defense_evasion|actor_akira|cve-2023-34362,true_positive,P4,resolved,defense_evasion,Defense Evasion,T1562.001,2024-06-28T22:02:08Z,2024-06-28T23:37:08Z,eu_west,CrowdStrike Falcon,L2,l2.conti,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,,,CVE-2023-34362,,,incidente confermato,critical,high,3.0,1,true,95,1440
INC0000160,root.soc.brute_force.y2024.camp_000027.inc_160,"[INC0000160] [P2] RDP brute-force su DC-721 da 34.222.22.3: 3 tentativi, 1 successo su paolo.romano.",soc|incident|brute_force|P2|true_positive|mitre_credential_access|actor_akira|cve-2023-34362,true_positive,P2,resolved,brute_force,Credential Access,T1110.001,2024-06-29T19:12:08Z,2024-06-29T20:04:08Z,eu_south,Splunk,L2,l2.conti,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,,,CVE-2023-34362,,,incidente confermato,low,high,7.1,1,true,52,36
INC0000161,root.soc.credential_theft.y2024.camp_000027.inc_161,[INC0000161] [P2] Dump LSASS via Mimikatz su VPN-975 (paolo.romano); estratti 161 hash NTLM incl. 1 Domain Admin.,soc|incident|credential_theft|P2|true_positive|mitre_credential_access|actor_akira|cve-2023-34362,true_positive,P2,escalated,credential_theft,Credential Access,T1003.002,2024-06-27T12:19:08Z,2024-07-01T09:00:08Z,eu_north,Sysmon/Splunk,L3,l3.threat_hunt,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,0fdf6362c474fac1c2aab4214a76c0b8c903a0f4a4ecf6521a48f3f53a775c92,,CVE-2023-34362,,,incidente confermato,medium,high,6.6,1,false,5561,360
INC0000162,root.soc.discovery.y2024.camp_000027.inc_162,[INC0000162] [P3] Network discovery da VPN-975: scansione SMB/LDAP verso 172.16.19.0/24.,soc|incident|discovery|P3|true_positive|mitre_discovery|actor_akira|cve-2023-34362,true_positive,P3,resolved,discovery,Discovery,T1046,2024-07-02T23:11:08Z,2024-07-03T02:07:08Z,eu_south,Zeek,L1,analyst.de_luca,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,,,CVE-2023-34362,,,incidente confermato,critical,medium,5.6,1,true,176,288
INC0000163,root.soc.collection.y2024.camp_000027.inc_163,"[INC0000163] [P3] Postmortem campagna Akira: ricostruiti 8 stadi, IOC consolidati, lessons learned.",soc|incident|collection|P3|true_positive|mitre_collection|actor_akira,true_positive,P3,resolved,collection,Collection,T1113,2024-07-02T13:08:08Z,2024-07-03T20:07:08Z,eu_west,Forcepoint DLP,L1,analyst.caputo,Akira,CAMP000027,34.222.22.3,VPN-975,paolo.romano,,,,,,postmortem chiuso,high,high,2.4,1,true,1859,384
INC0000164,root.soc.phishing.y2025.camp_000028.inc_164,"[INC0000164] [P2] Campagna phishing O365 verso 58 mailbox; landing page clone su secure-login-5400.ru, antonio.esposito ha inserito credenziali da FS-501.",soc|incident|phishing|P2|true_positive|mitre_initial_access|apt|actor_sandworm,true_positive,P2,contained,phishing,Initial Access,T1566.002,2025-03-21T09:19:00Z,2025-03-21T10:42:00Z,eu_west,Mimecast,L2,l2.greco,Sandworm,CAMP000028,125.164.25.189,FS-501,antonio.esposito,1a3ebd84677b90d2ea206a1f479ae325351af1e9f2ea563da7f9a39582533b29,secure-login-5400.ru,,,,incidente confermato,low,high,8.4,1,true,83,36
INC0000165,root.soc.web_attack.y2025.camp_000028.inc_165,"[INC0000165] [P2] SQL injection time-based su secure-login-5400.ru (param id) da 125.164.25.189; WAF bypassato, dump tabella utenti.",soc|incident|web_attack|P2|true_positive|mitre_initial_access|apt|actor_sandworm,true_positive,P2,escalated,web_attack,Initial Access,T1133,2025-03-22T01:56:00Z,2025-03-22T04:15:00Z,apac,AWS WAF,L2,l2.greco,Sandworm,CAMP000028,125.164.25.189,K8S-468,antonio.esposito,,,,,,incidente confermato,low,high,6.2,1,false,139,180
INC0000166,root.soc.valid_accounts.y2025.camp_000028.inc_166,[INC0000166] [P2] Login con credenziali valide di antonio.esposito da 125.164.25.189 (geo anomala) fuori orario; sessione su MAIL-192.,soc|incident|valid_accounts|P2|true_positive|mitre_initial_access|apt|actor_sandworm,true_positive,P2,resolved,valid_accounts,Initial Access,T1078.004,2025-03-23T00:51:00Z,2025-03-23T03:09:00Z,latam,Microsoft Sentinel,L2,l2.greco,Sandworm,CAMP000028,125.164.25.189,MAIL-192,antonio.esposito,,,,,,incidente confermato,low,high,5.4,1,false,138,180
INC0000167,root.soc.malware_execution.y2025.camp_000028.inc_167,"[INC0000167] [P1] Dropper 2e29a6ad906ae206e1f52fb92e075da57a4d93066ab29e45dad5de7bf7002400 eseguito su DB-712; scheduled task creato, beacon verso invoice-pay-8095.io.",soc|incident|malware_execution|P1|true_positive|mitre_execution|apt|actor_sandworm,true_positive,P1,investigating,malware_execution,Execution,T1053.005,2025-03-24T21:55:00Z,2025-03-25T01:21:00Z,us_east,Defender for Endpoint,L2,l2.bianchi,Sandworm,CAMP000028,10.10.6.136,DB-712,svc_iis,2e29a6ad906ae206e1f52fb92e075da57a4d93066ab29e45dad5de7bf7002400,,,,,incidente confermato,high,high,9.0,1,true,206,15
