from_external_id,to_external_id,link_type,rationale
INC0000221,INC0000222,causal,progressione kill-chain stesso attore/campagna
INC0000221,INC0000222,temporal,"stessa campagna, sequenza temporale"
INC0000222,INC0000223,causal,progressione kill-chain stesso attore/campagna
INC0000222,INC0000223,temporal,"stessa campagna, sequenza temporale"
INC0000223,INC0000224,causal,progressione kill-chain stesso attore/campagna
INC0000223,INC0000224,temporal,"stessa campagna, sequenza temporale"
INC0000224,INC0000225,causal,progressione kill-chain stesso attore/campagna
INC0000224,INC0000225,temporal,"stessa campagna, sequenza temporale"
INC0000226,INC0000221,contradicts,falso positivo iniziale vs attivita' confermata
INC0000227,INC0000228,causal,progressione kill-chain stesso attore/campagna
INC0000227,INC0000228,temporal,"stessa campagna, sequenza temporale"
INC0000228,INC0000229,causal,progressione kill-chain stesso attore/campagna
INC0000228,INC0000229,temporal,"stessa campagna, sequenza temporale"
INC0000229,INC0000230,causal,progressione kill-chain stesso attore/campagna
INC0000229,INC0000230,temporal,"stessa campagna, sequenza temporale"
INC0000231,INC0000227,supports,postmortem corrobora lo stadio
INC0000231,INC0000228,supports,postmortem corrobora lo stadio
INC0000231,INC0000229,supports,postmortem corrobora lo stadio
INC0000231,INC0000230,supports,postmortem corrobora lo stadio
INC0000232,INC0000229,contradicts,falso positivo iniziale vs attivita' confermata
INC0000233,INC0000234,causal,progressione kill-chain stesso attore/campagna
INC0000233,INC0000234,temporal,"stessa campagna, sequenza temporale"
INC0000234,INC0000235,causal,progressione kill-chain stesso attore/campagna
INC0000234,INC0000235,temporal,"stessa campagna, sequenza temporale"
INC0000235,INC0000236,causal,progressione kill-chain stesso attore/campagna
INC0000235,INC0000236,temporal,"stessa campagna, sequenza temporale"
INC0000236,INC0000237,causal,progressione kill-chain stesso attore/campagna
INC0000236,INC0000237,temporal,"stessa campagna, sequenza temporale"
INC0000237,INC0000238,causal,progressione kill-chain stesso attore/campagna
INC0000237,INC0000238,temporal,"stessa campagna, sequenza temporale"
INC0000239,INC0000240,causal,progressione kill-chain stesso attore/campagna
INC0000239,INC0000240,temporal,"stessa campagna, sequenza temporale"
INC0000240,INC0000241,causal,progressione kill-chain stesso attore/campagna
INC0000240,INC0000241,temporal,"stessa campagna, sequenza temporale"
INC0000242,INC0000239,supports,postmortem corrobora lo stadio
INC0000242,INC0000240,supports,postmortem corrobora lo stadio
INC0000242,INC0000241,supports,postmortem corrobora lo stadio
INC0000243,INC0000244,causal,progressione kill-chain stesso attore/campagna
INC0000243,INC0000244,temporal,"stessa campagna, sequenza temporale"
INC0000244,INC0000245,causal,progressione kill-chain stesso attore/campagna
INC0000244,INC0000245,temporal,"stessa campagna, sequenza temporale"
INC0000245,INC0000246,causal,progressione kill-chain stesso attore/campagna
INC0000245,INC0000246,temporal,"stessa campagna, sequenza temporale"
INC0000247,INC0000248,causal,progressione kill-chain stesso attore/campagna
INC0000247,INC0000248,temporal,"stessa campagna, sequenza temporale"
INC0000248,INC0000249,causal,progressione kill-chain stesso attore/campagna
INC0000248,INC0000249,temporal,"stessa campagna, sequenza temporale"
INC0000249,INC0000250,causal,progressione kill-chain stesso attore/campagna
INC0000249,INC0000250,temporal,"stessa campagna, sequenza temporale"
INC0000250,INC0000251,causal,progressione kill-chain stesso attore/campagna
INC0000250,INC0000251,temporal,"stessa campagna, sequenza temporale"
INC0000251,INC0000252,causal,progressione kill-chain stesso attore/campagna
INC0000251,INC0000252,temporal,"stessa campagna, sequenza temporale"
INC0000252,INC0000253,causal,progressione kill-chain stesso attore/campagna
INC0000252,INC0000253,temporal,"stessa campagna, sequenza temporale"
INC0000253,INC0000254,causal,progressione kill-chain stesso attore/campagna
INC0000253,INC0000254,temporal,"stessa campagna, sequenza temporale"
INC0000254,INC0000255,causal,progressione kill-chain stesso attore/campagna
INC0000254,INC0000255,temporal,"stessa campagna, sequenza temporale"
INC0000256,INC0000247,supports,postmortem corrobora lo stadio
INC0000256,INC0000248,supports,postmortem corrobora lo stadio
INC0000256,INC0000249,supports,postmortem corrobora lo stadio
INC0000256,INC0000250,supports,postmortem corrobora lo stadio
INC0000256,INC0000251,supports,postmortem corrobora lo stadio
INC0000256,INC0000252,supports,postmortem corrobora lo stadio
INC0000256,INC0000253,supports,postmortem corrobora lo stadio
INC0000256,INC0000254,supports,postmortem corrobora lo stadio
INC0000256,INC0000255,supports,postmortem corrobora lo stadio
INC0000257,INC0000258,causal,progressione kill-chain stesso attore/campagna
INC0000257,INC0000258,temporal,"stessa campagna, sequenza temporale"
INC0000258,INC0000259,causal,progressione kill-chain stesso attore/campagna
INC0000258,INC0000259,temporal,"stessa campagna, sequenza temporale"
INC0000259,INC0000260,causal,progressione kill-chain stesso attore/campagna
INC0000259,INC0000260,temporal,"stessa campagna, sequenza temporale"
INC0000260,INC0000261,causal,progressione kill-chain stesso attore/campagna
INC0000260,INC0000261,temporal,"stessa campagna, sequenza temporale"
INC0000262,INC0000257,supports,postmortem corrobora lo stadio
INC0000262,INC0000258,supports,postmortem corrobora lo stadio
INC0000262,INC0000259,supports,postmortem corrobora lo stadio
INC0000262,INC0000260,supports,postmortem corrobora lo stadio
INC0000262,INC0000261,supports,postmortem corrobora lo stadio
INC0000263,INC0000264,causal,progressione kill-chain stesso attore/campagna
INC0000263,INC0000264,temporal,"stessa campagna, sequenza temporale"
INC0000264,INC0000265,causal,progressione kill-chain stesso attore/campagna
INC0000264,INC0000265,temporal,"stessa campagna, sequenza temporale"
INC0000265,INC0000266,causal,progressione kill-chain stesso attore/campagna
INC0000265,INC0000266,temporal,"stessa campagna, sequenza temporale"
INC0000267,INC0000268,causal,progressione kill-chain stesso attore/campagna
INC0000267,INC0000268,temporal,"stessa campagna, sequenza temporale"
INC0000268,INC0000269,causal,progressione kill-chain stesso attore/campagna
INC0000268,INC0000269,temporal,"stessa campagna, sequenza temporale"
INC0000269,INC0000270,causal,progressione kill-chain stesso attore/campagna
INC0000269,INC0000270,temporal,"stessa campagna, sequenza temporale"
INC0000270,INC0000271,causal,progressione kill-chain stesso attore/campagna
INC0000270,INC0000271,temporal,"stessa campagna, sequenza temporale"
INC0000272,INC0000267,supports,postmortem corrobora lo stadio
INC0000272,INC0000268,supports,postmortem corrobora lo stadio
INC0000272,INC0000269,supports,postmortem corrobora lo stadio
INC0000272,INC0000270,supports,postmortem corrobora lo stadio
INC0000272,INC0000271,supports,postmortem corrobora lo stadio
INC0000273,INC0000274,causal,progressione kill-chain stesso attore/campagna
INC0000273,INC0000274,temporal,"stessa campagna, sequenza temporale"
INC0000274,INC0000275,causal,progressione kill-chain stesso attore/campagna
INC0000274,INC0000275,temporal,"stessa campagna, sequenza temporale"
INC0000275,INC0000276,causal,progressione kill-chain stesso attore/campagna
INC0000275,INC0000276,temporal,"stessa campagna, sequenza temporale"
INC0000276,INC0000277,causal,progressione kill-chain stesso attore/campagna
INC0000276,INC0000277,temporal,"stessa campagna, sequenza temporale"
INC0000277,INC0000278,causal,progressione kill-chain stesso attore/campagna
INC0000277,INC0000278,temporal,"stessa campagna, sequenza temporale"
INC0000278,INC0000279,causal,progressione kill-chain stesso attore/campagna
INC0000278,INC0000279,temporal,"stessa campagna, sequenza temporale"
INC0000280,INC0000281,causal,progressione kill-chain stesso attore/campagna
INC0000280,INC0000281,temporal,"stessa campagna, sequenza temporale"
INC0000281,INC0000282,causal,progressione kill-chain stesso attore/campagna
INC0000281,INC0000282,temporal,"stessa campagna, sequenza temporale"
INC0000282,INC0000283,causal,progressione kill-chain stesso attore/campagna
INC0000282,INC0000283,temporal,"stessa campagna, sequenza temporale"
INC0000283,INC0000284,causal,progressione kill-chain stesso attore/campagna
INC0000283,INC0000284,temporal,"stessa campagna, sequenza temporale"
INC0000284,INC0000285,causal,progressione kill-chain stesso attore/campagna
INC0000284,INC0000285,temporal,"stessa campagna, sequenza temporale"
INC0000285,INC0000286,causal,progressione kill-chain stesso attore/campagna
INC0000285,INC0000286,temporal,"stessa campagna, sequenza temporale"
INC0000286,INC0000287,causal,progressione kill-chain stesso attore/campagna
INC0000286,INC0000287,temporal,"stessa campagna, sequenza temporale"
INC0000288,INC0000289,causal,progressione kill-chain stesso attore/campagna
INC0000288,INC0000289,temporal,"stessa campagna, sequenza temporale"
INC0000289,INC0000290,causal,progressione kill-chain stesso attore/campagna
INC0000289,INC0000290,temporal,"stessa campagna, sequenza temporale"
INC0000290,INC0000291,causal,progressione kill-chain stesso attore/campagna
INC0000290,INC0000291,temporal,"stessa campagna, sequenza temporale"
INC0000291,INC0000292,causal,progressione kill-chain stesso attore/campagna
INC0000291,INC0000292,temporal,"stessa campagna, sequenza temporale"
INC0000292,INC0000293,causal,progressione kill-chain stesso attore/campagna
INC0000292,INC0000293,temporal,"stessa campagna, sequenza temporale"
INC0000294,INC0000291,contradicts,falso positivo iniziale vs attivita' confermata
INC0000295,INC0000296,causal,progressione kill-chain stesso attore/campagna
INC0000295,INC0000296,temporal,"stessa campagna, sequenza temporale"
INC0000296,INC0000297,causal,progressione kill-chain stesso attore/campagna
INC0000296,INC0000297,temporal,"stessa campagna, sequenza temporale"
INC0000297,INC0000298,causal,progressione kill-chain stesso attore/campagna
INC0000297,INC0000298,temporal,"stessa campagna, sequenza temporale"
INC0000298,INC0000299,causal,progressione kill-chain stesso attore/campagna
INC0000298,INC0000299,temporal,"stessa campagna, sequenza temporale"
INC0000299,INC0000300,causal,progressione kill-chain stesso attore/campagna
INC0000299,INC0000300,temporal,"stessa campagna, sequenza temporale"
INC0000301,INC0000302,causal,progressione kill-chain stesso attore/campagna
INC0000301,INC0000302,temporal,"stessa campagna, sequenza temporale"
INC0000302,INC0000303,causal,progressione kill-chain stesso attore/campagna
INC0000302,INC0000303,temporal,"stessa campagna, sequenza temporale"
INC0000303,INC0000304,causal,progressione kill-chain stesso attore/campagna
INC0000303,INC0000304,temporal,"stessa campagna, sequenza temporale"
INC0000305,INC0000301,supports,postmortem corrobora lo stadio
INC0000305,INC0000302,supports,postmortem corrobora lo stadio
INC0000305,INC0000303,supports,postmortem corrobora lo stadio
INC0000305,INC0000304,supports,postmortem corrobora lo stadio
INC0000306,INC0000307,causal,progressione kill-chain stesso attore/campagna
INC0000306,INC0000307,temporal,"stessa campagna, sequenza temporale"
INC0000307,INC0000308,causal,progressione kill-chain stesso attore/campagna
INC0000307,INC0000308,temporal,"stessa campagna, sequenza temporale"
INC0000308,INC0000309,causal,progressione kill-chain stesso attore/campagna
INC0000308,INC0000309,temporal,"stessa campagna, sequenza temporale"
INC0000310,INC0000311,causal,progressione kill-chain stesso attore/campagna
INC0000310,INC0000311,temporal,"stessa campagna, sequenza temporale"
INC0000311,INC0000312,causal,progressione kill-chain stesso attore/campagna
INC0000311,INC0000312,temporal,"stessa campagna, sequenza temporale"
INC0000312,INC0000313,causal,progressione kill-chain stesso attore/campagna
INC0000312,INC0000313,temporal,"stessa campagna, sequenza temporale"
INC0000314,INC0000315,causal,progressione kill-chain stesso attore/campagna
INC0000314,INC0000315,temporal,"stessa campagna, sequenza temporale"
INC0000315,INC0000316,causal,progressione kill-chain stesso attore/campagna
INC0000315,INC0000316,temporal,"stessa campagna, sequenza temporale"
INC0000316,INC0000317,causal,progressione kill-chain stesso attore/campagna
INC0000316,INC0000317,temporal,"stessa campagna, sequenza temporale"
INC0000318,INC0000314,supports,postmortem corrobora lo stadio
INC0000318,INC0000315,supports,postmortem corrobora lo stadio
INC0000318,INC0000316,supports,postmortem corrobora lo stadio
INC0000318,INC0000317,supports,postmortem corrobora lo stadio
INC0000319,INC0000320,causal,progressione kill-chain stesso attore/campagna
INC0000319,INC0000320,temporal,"stessa campagna, sequenza temporale"
INC0000320,INC0000321,causal,progressione kill-chain stesso attore/campagna
INC0000320,INC0000321,temporal,"stessa campagna, sequenza temporale"
INC0000321,INC0000322,causal,progressione kill-chain stesso attore/campagna
INC0000321,INC0000322,temporal,"stessa campagna, sequenza temporale"
INC0000322,INC0000323,causal,progressione kill-chain stesso attore/campagna
INC0000322,INC0000323,temporal,"stessa campagna, sequenza temporale"
INC0000323,INC0000324,causal,progressione kill-chain stesso attore/campagna
INC0000323,INC0000324,temporal,"stessa campagna, sequenza temporale"
INC0000324,INC0000325,causal,progressione kill-chain stesso attore/campagna
INC0000324,INC0000325,temporal,"stessa campagna, sequenza temporale"
INC0000326,INC0000327,causal,progressione kill-chain stesso attore/campagna
INC0000326,INC0000327,temporal,"stessa campagna, sequenza temporale"
INC0000327,INC0000328,causal,progressione kill-chain stesso attore/campagna
INC0000327,INC0000328,temporal,"stessa campagna, sequenza temporale"
INC0000329,INC0000326,supports,postmortem corrobora lo stadio
INC0000329,INC0000327,supports,postmortem corrobora lo stadio
INC0000329,INC0000328,supports,postmortem corrobora lo stadio
INC0000330,INC0000331,causal,progressione kill-chain stesso attore/campagna
INC0000330,INC0000331,temporal,"stessa campagna, sequenza temporale"
INC0000331,INC0000332,causal,progressione kill-chain stesso attore/campagna
INC0000331,INC0000332,temporal,"stessa campagna, sequenza temporale"
INC0000332,INC0000333,causal,progressione kill-chain stesso attore/campagna
INC0000332,INC0000333,temporal,"stessa campagna, sequenza temporale"
INC0000333,INC0000334,causal,progressione kill-chain stesso attore/campagna
INC0000333,INC0000334,temporal,"stessa campagna, sequenza temporale"
INC0000334,INC0000335,causal,progressione kill-chain stesso attore/campagna
INC0000334,INC0000335,temporal,"stessa campagna, sequenza temporale"
INC0000336,INC0000330,supports,postmortem corrobora lo stadio
INC0000336,INC0000331,supports,postmortem corrobora lo stadio
INC0000336,INC0000332,supports,postmortem corrobora lo stadio
INC0000336,INC0000333,supports,postmortem corrobora lo stadio
INC0000336,INC0000334,supports,postmortem corrobora lo stadio
INC0000336,INC0000335,supports,postmortem corrobora lo stadio
INC0000337,INC0000338,causal,progressione kill-chain stesso attore/campagna
INC0000337,INC0000338,temporal,"stessa campagna, sequenza temporale"
INC0000338,INC0000339,causal,progressione kill-chain stesso attore/campagna
INC0000338,INC0000339,temporal,"stessa campagna, sequenza temporale"
INC0000339,INC0000340,causal,progressione kill-chain stesso attore/campagna
INC0000339,INC0000340,temporal,"stessa campagna, sequenza temporale"
INC0000340,INC0000341,causal,progressione kill-chain stesso attore/campagna
INC0000340,INC0000341,temporal,"stessa campagna, sequenza temporale"
INC0000342,INC0000343,causal,progressione kill-chain stesso attore/campagna
INC0000342,INC0000343,temporal,"stessa campagna, sequenza temporale"
INC0000343,INC0000344,causal,progressione kill-chain stesso attore/campagna
INC0000343,INC0000344,temporal,"stessa campagna, sequenza temporale"
INC0000344,INC0000345,causal,progressione kill-chain stesso attore/campagna
INC0000344,INC0000345,temporal,"stessa campagna, sequenza temporale"
INC0000345,INC0000346,causal,progressione kill-chain stesso attore/campagna
INC0000345,INC0000346,temporal,"stessa campagna, sequenza temporale"
INC0000346,INC0000347,causal,progressione kill-chain stesso attore/campagna
INC0000346,INC0000347,temporal,"stessa campagna, sequenza temporale"
INC0000347,INC0000348,causal,progressione kill-chain stesso attore/campagna
INC0000347,INC0000348,temporal,"stessa campagna, sequenza temporale"
INC0000348,INC0000349,causal,progressione kill-chain stesso attore/campagna
INC0000348,INC0000349,temporal,"stessa campagna, sequenza temporale"
INC0000349,INC0000350,causal,progressione kill-chain stesso attore/campagna
INC0000349,INC0000350,temporal,"stessa campagna, sequenza temporale"
INC0000351,INC0000352,causal,progressione kill-chain stesso attore/campagna
INC0000351,INC0000352,temporal,"stessa campagna, sequenza temporale"
INC0000352,INC0000353,causal,progressione kill-chain stesso attore/campagna
INC0000352,INC0000353,temporal,"stessa campagna, sequenza temporale"
INC0000353,INC0000354,causal,progressione kill-chain stesso attore/campagna
INC0000353,INC0000354,temporal,"stessa campagna, sequenza temporale"
INC0000354,INC0000355,causal,progressione kill-chain stesso attore/campagna
INC0000354,INC0000355,temporal,"stessa campagna, sequenza temporale"
INC0000355,INC0000356,causal,progressione kill-chain stesso attore/campagna
INC0000355,INC0000356,temporal,"stessa campagna, sequenza temporale"
INC0000356,INC0000357,causal,progressione kill-chain stesso attore/campagna
INC0000356,INC0000357,temporal,"stessa campagna, sequenza temporale"
INC0000358,INC0000356,contradicts,falso positivo iniziale vs attivita' confermata
INC0000359,INC0000360,causal,progressione kill-chain stesso attore/campagna
INC0000359,INC0000360,temporal,"stessa campagna, sequenza temporale"
INC0000360,INC0000361,causal,progressione kill-chain stesso attore/campagna
INC0000360,INC0000361,temporal,"stessa campagna, sequenza temporale"
INC0000362,INC0000363,causal,progressione kill-chain stesso attore/campagna
INC0000362,INC0000363,temporal,"stessa campagna, sequenza temporale"
INC0000363,INC0000364,causal,progressione kill-chain stesso attore/campagna
INC0000363,INC0000364,temporal,"stessa campagna, sequenza temporale"
INC0000364,INC0000365,causal,progressione kill-chain stesso attore/campagna
INC0000364,INC0000365,temporal,"stessa campagna, sequenza temporale"
INC0000365,INC0000366,causal,progressione kill-chain stesso attore/campagna
INC0000365,INC0000366,temporal,"stessa campagna, sequenza temporale"
INC0000366,INC0000367,causal,progressione kill-chain stesso attore/campagna
INC0000366,INC0000367,temporal,"stessa campagna, sequenza temporale"
INC0000368,INC0000369,causal,progressione kill-chain stesso attore/campagna
INC0000368,INC0000369,temporal,"stessa campagna, sequenza temporale"
INC0000369,INC0000370,causal,progressione kill-chain stesso attore/campagna
INC0000369,INC0000370,temporal,"stessa campagna, sequenza temporale"
INC0000370,INC0000371,causal,progressione kill-chain stesso attore/campagna
INC0000370,INC0000371,temporal,"stessa campagna, sequenza temporale"
INC0000371,INC0000372,causal,progressione kill-chain stesso attore/campagna
INC0000371,INC0000372,temporal,"stessa campagna, sequenza temporale"
INC0000372,INC0000373,causal,progressione kill-chain stesso attore/campagna
INC0000372,INC0000373,temporal,"stessa campagna, sequenza temporale"
INC0000373,INC0000374,causal,progressione kill-chain stesso attore/campagna
INC0000373,INC0000374,temporal,"stessa campagna, sequenza temporale"
INC0000375,INC0000368,supports,postmortem corrobora lo stadio
INC0000375,INC0000369,supports,postmortem corrobora lo stadio
INC0000375,INC0000370,supports,postmortem corrobora lo stadio
INC0000375,INC0000371,supports,postmortem corrobora lo stadio
INC0000375,INC0000372,supports,postmortem corrobora lo stadio
INC0000375,INC0000373,supports,postmortem corrobora lo stadio
INC0000375,INC0000374,supports,postmortem corrobora lo stadio
INC0000376,INC0000377,causal,progressione kill-chain stesso attore/campagna
INC0000376,INC0000377,temporal,"stessa campagna, sequenza temporale"
INC0000377,INC0000378,causal,progressione kill-chain stesso attore/campagna
INC0000377,INC0000378,temporal,"stessa campagna, sequenza temporale"
INC0000378,INC0000379,causal,progressione kill-chain stesso attore/campagna
INC0000378,INC0000379,temporal,"stessa campagna, sequenza temporale"
INC0000379,INC0000380,causal,progressione kill-chain stesso attore/campagna
INC0000379,INC0000380,temporal,"stessa campagna, sequenza temporale"
INC0000380,INC0000381,causal,progressione kill-chain stesso attore/campagna
INC0000380,INC0000381,temporal,"stessa campagna, sequenza temporale"
INC0000381,INC0000382,causal,progressione kill-chain stesso attore/campagna
INC0000381,INC0000382,temporal,"stessa campagna, sequenza temporale"
INC0000382,INC0000383,causal,progressione kill-chain stesso attore/campagna
INC0000382,INC0000383,temporal,"stessa campagna, sequenza temporale"
INC0000383,INC0000384,causal,progressione kill-chain stesso attore/campagna
INC0000383,INC0000384,temporal,"stessa campagna, sequenza temporale"
INC0000385,INC0000386,causal,progressione kill-chain stesso attore/campagna
INC0000385,INC0000386,temporal,"stessa campagna, sequenza temporale"
INC0000386,INC0000387,causal,progressione kill-chain stesso attore/campagna
INC0000386,INC0000387,temporal,"stessa campagna, sequenza temporale"
INC0000387,INC0000388,causal,progressione kill-chain stesso attore/campagna
INC0000387,INC0000388,temporal,"stessa campagna, sequenza temporale"
INC0000388,INC0000389,causal,progressione kill-chain stesso attore/campagna
INC0000388,INC0000389,temporal,"stessa campagna, sequenza temporale"
INC0000390,INC0000385,contradicts,falso positivo iniziale vs attivita' confermata
INC0000391,INC0000392,causal,progressione kill-chain stesso attore/campagna
INC0000391,INC0000392,temporal,"stessa campagna, sequenza temporale"
INC0000392,INC0000393,causal,progressione kill-chain stesso attore/campagna
INC0000392,INC0000393,temporal,"stessa campagna, sequenza temporale"
INC0000393,INC0000394,causal,progressione kill-chain stesso attore/campagna
INC0000393,INC0000394,temporal,"stessa campagna, sequenza temporale"
INC0000394,INC0000395,causal,progressione kill-chain stesso attore/campagna
INC0000394,INC0000395,temporal,"stessa campagna, sequenza temporale"
INC0000395,INC0000396,causal,progressione kill-chain stesso attore/campagna
INC0000395,INC0000396,temporal,"stessa campagna, sequenza temporale"
INC0000396,INC0000397,causal,progressione kill-chain stesso attore/campagna
INC0000396,INC0000397,temporal,"stessa campagna, sequenza temporale"
INC0000398,INC0000399,causal,progressione kill-chain stesso attore/campagna
INC0000398,INC0000399,temporal,"stessa campagna, sequenza temporale"
INC0000399,INC0000400,causal,progressione kill-chain stesso attore/campagna
INC0000399,INC0000400,temporal,"stessa campagna, sequenza temporale"
INC0000400,INC0000401,causal,progressione kill-chain stesso attore/campagna
INC0000400,INC0000401,temporal,"stessa campagna, sequenza temporale"
INC0000401,INC0000402,causal,progressione kill-chain stesso attore/campagna
INC0000401,INC0000402,temporal,"stessa campagna, sequenza temporale"
INC0000402,INC0000403,causal,progressione kill-chain stesso attore/campagna
INC0000402,INC0000403,temporal,"stessa campagna, sequenza temporale"
INC0000403,INC0000404,causal,progressione kill-chain stesso attore/campagna
INC0000403,INC0000404,temporal,"stessa campagna, sequenza temporale"
INC0000405,INC0000398,supports,postmortem corrobora lo stadio
INC0000405,INC0000399,supports,postmortem corrobora lo stadio
INC0000405,INC0000400,supports,postmortem corrobora lo stadio
INC0000405,INC0000401,supports,postmortem corrobora lo stadio
INC0000405,INC0000402,supports,postmortem corrobora lo stadio
INC0000405,INC0000403,supports,postmortem corrobora lo stadio
INC0000405,INC0000404,supports,postmortem corrobora lo stadio
INC0000406,INC0000407,causal,progressione kill-chain stesso attore/campagna
INC0000406,INC0000407,temporal,"stessa campagna, sequenza temporale"
INC0000407,INC0000408,causal,progressione kill-chain stesso attore/campagna
INC0000407,INC0000408,temporal,"stessa campagna, sequenza temporale"
INC0000408,INC0000409,causal,progressione kill-chain stesso attore/campagna
INC0000408,INC0000409,temporal,"stessa campagna, sequenza temporale"
INC0000409,INC0000410,causal,progressione kill-chain stesso attore/campagna
INC0000409,INC0000410,temporal,"stessa campagna, sequenza temporale"
INC0000410,INC0000411,causal,progressione kill-chain stesso attore/campagna
INC0000410,INC0000411,temporal,"stessa campagna, sequenza temporale"
INC0000411,INC0000412,causal,progressione kill-chain stesso attore/campagna
INC0000411,INC0000412,temporal,"stessa campagna, sequenza temporale"
INC0000413,INC0000411,contradicts,falso positivo iniziale vs attivita' confermata
INC0000414,INC0000415,causal,progressione kill-chain stesso attore/campagna
INC0000414,INC0000415,temporal,"stessa campagna, sequenza temporale"
INC0000415,INC0000416,causal,progressione kill-chain stesso attore/campagna
INC0000415,INC0000416,temporal,"stessa campagna, sequenza temporale"
INC0000416,INC0000417,causal,progressione kill-chain stesso attore/campagna
INC0000416,INC0000417,temporal,"stessa campagna, sequenza temporale"
INC0000417,INC0000418,causal,progressione kill-chain stesso attore/campagna
INC0000417,INC0000418,temporal,"stessa campagna, sequenza temporale"
INC0000418,INC0000419,causal,progressione kill-chain stesso attore/campagna
INC0000418,INC0000419,temporal,"stessa campagna, sequenza temporale"
INC0000419,INC0000420,causal,progressione kill-chain stesso attore/campagna
INC0000419,INC0000420,temporal,"stessa campagna, sequenza temporale"
INC0000420,INC0000421,causal,progressione kill-chain stesso attore/campagna
INC0000420,INC0000421,temporal,"stessa campagna, sequenza temporale"
INC0000422,INC0000423,causal,progressione kill-chain stesso attore/campagna
INC0000422,INC0000423,temporal,"stessa campagna, sequenza temporale"
INC0000423,INC0000424,causal,progressione kill-chain stesso attore/campagna
INC0000423,INC0000424,temporal,"stessa campagna, sequenza temporale"
INC0000424,INC0000425,causal,progressione kill-chain stesso attore/campagna
INC0000424,INC0000425,temporal,"stessa campagna, sequenza temporale"
INC0000426,INC0000427,causal,progressione kill-chain stesso attore/campagna
INC0000426,INC0000427,temporal,"stessa campagna, sequenza temporale"
INC0000427,INC0000428,causal,progressione kill-chain stesso attore/campagna
INC0000427,INC0000428,temporal,"stessa campagna, sequenza temporale"
INC0000428,INC0000429,causal,progressione kill-chain stesso attore/campagna
INC0000428,INC0000429,temporal,"stessa campagna, sequenza temporale"
INC0000429,INC0000430,causal,progressione kill-chain stesso attore/campagna
INC0000429,INC0000430,temporal,"stessa campagna, sequenza temporale"
INC0000430,INC0000431,causal,progressione kill-chain stesso attore/campagna
INC0000430,INC0000431,temporal,"stessa campagna, sequenza temporale"
INC0000431,INC0000432,causal,progressione kill-chain stesso attore/campagna
INC0000431,INC0000432,temporal,"stessa campagna, sequenza temporale"
INC0000432,INC0000433,causal,progressione kill-chain stesso attore/campagna
INC0000432,INC0000433,temporal,"stessa campagna, sequenza temporale"
INC0000434,INC0000435,causal,progressione kill-chain stesso attore/campagna
INC0000434,INC0000435,temporal,"stessa campagna, sequenza temporale"
INC0000435,INC0000436,causal,progressione kill-chain stesso attore/campagna
INC0000435,INC0000436,temporal,"stessa campagna, sequenza temporale"
INC0000436,INC0000437,causal,progressione kill-chain stesso attore/campagna
INC0000436,INC0000437,temporal,"stessa campagna, sequenza temporale"
INC0000437,INC0000438,causal,progressione kill-chain stesso attore/campagna
INC0000437,INC0000438,temporal,"stessa campagna, sequenza temporale"
INC0000439,INC0000434,contradicts,falso positivo iniziale vs attivita' confermata
INC0000440,INC0000441,causal,progressione kill-chain stesso attore/campagna
INC0000440,INC0000441,temporal,"stessa campagna, sequenza temporale"
INC0000441,INC0000442,causal,progressione kill-chain stesso attore/campagna
INC0000441,INC0000442,temporal,"stessa campagna, sequenza temporale"
INC0000442,INC0000443,causal,progressione kill-chain stesso attore/campagna
INC0000442,INC0000443,temporal,"stessa campagna, sequenza temporale"
INC0000443,INC0000444,causal,progressione kill-chain stesso attore/campagna
INC0000443,INC0000444,temporal,"stessa campagna, sequenza temporale"
INC0000445,INC0000446,causal,progressione kill-chain stesso attore/campagna
INC0000445,INC0000446,temporal,"stessa campagna, sequenza temporale"
INC0000446,INC0000447,causal,progressione kill-chain stesso attore/campagna
INC0000446,INC0000447,temporal,"stessa campagna, sequenza temporale"
INC0000447,INC0000448,causal,progressione kill-chain stesso attore/campagna
INC0000447,INC0000448,temporal,"stessa campagna, sequenza temporale"
INC0000448,INC0000449,causal,progressione kill-chain stesso attore/campagna
INC0000448,INC0000449,temporal,"stessa campagna, sequenza temporale"
INC0000449,INC0000450,causal,progressione kill-chain stesso attore/campagna
INC0000449,INC0000450,temporal,"stessa campagna, sequenza temporale"
INC0000450,INC0000451,causal,progressione kill-chain stesso attore/campagna
INC0000450,INC0000451,temporal,"stessa campagna, sequenza temporale"
INC0000451,INC0000452,causal,progressione kill-chain stesso attore/campagna
INC0000451,INC0000452,temporal,"stessa campagna, sequenza temporale"
INC0000453,INC0000454,causal,progressione kill-chain stesso attore/campagna
INC0000453,INC0000454,temporal,"stessa campagna, sequenza temporale"
INC0000454,INC0000455,causal,progressione kill-chain stesso attore/campagna
INC0000454,INC0000455,temporal,"stessa campagna, sequenza temporale"
INC0000455,INC0000456,causal,progressione kill-chain stesso attore/campagna
INC0000455,INC0000456,temporal,"stessa campagna, sequenza temporale"
INC0000457,INC0000453,supports,postmortem corrobora lo stadio
INC0000457,INC0000454,supports,postmortem corrobora lo stadio
INC0000457,INC0000455,supports,postmortem corrobora lo stadio
INC0000457,INC0000456,supports,postmortem corrobora lo stadio
INC0000458,INC0000459,causal,progressione kill-chain stesso attore/campagna
INC0000458,INC0000459,temporal,"stessa campagna, sequenza temporale"
